AccNumber,Title,ClassNo ,AuthorEditort,AuthorEditor,Discription,ISBNNumber,Keywords1,Keywords2,Publisher,YearofPublication,PlaceofPublisher ,Status
164,BIOLOGY AND SOCIETY:THE EVOLUTION OF MAN AND HIS TECHNOLOGY,301,"McCLARRY, A. ",,"x,320p:ills.23cm",,SOCIALOGY,HUMAN ECOLOGY ; T-HISTORYECNOLOGY; HYGIENE,MacMillan Publishing,1975,NewYork,Available
166,"Organic Chemistry, Part I/ II",547,,"Kipping, Stanley F.; Kipping, Barry F.",,,Organic Compounds,Chemistry,,,,Available
169,STUDENT GUIDE - BASIC CHEMISTRY,540,"SEESE, W.S. ; DAUB, G.H.",,"vii,279p:ills.25.5cm",,"Chemistry, Inorganic.","Chemistry, Physical and theoretical.","Prentice Hall, Inc",1977,USA,Available
170,FORMAL SEMANTICS AND LOGICS,515,"FRAASSEN, B.C.V.",,"xi,225p:21.5cm",,ANALYSIS,MATHEMATICS; SEMANTICS,THE MACMILLAN COMPANY,1971,NEW YORK,Available
171,SOLAR ENERGY AND CONSERVATION,621.47,"VEZIROGHI, T.N.",,"vii,279p:ills.25.5cm",,,,,                            ,                               ,Available
172,Scientific elite : Nobel laureates in the United States,509.2273,"ZUCKERMAN, H.",,"xv,335p:23.5cm",29358809,Scientists--United States.,NOBEL PRIZES,The Free Press,1977,NewYork,Available
173,PROCEEDINGS OF THE FOURTH  HAWAI TOPICAL CONFERENCE IN PARTICLE PHYSICS (1971),539.72,,"YOUNT, D.E.  ; DOBSON, P.N.","viii, 631 p. illus. 23 cm.",824802101,Particles (Nuclear physics),Weak Interactions And CP-Violation - Experimental,The University Press of Havaii,1972,USA,Available
174,PROCEEDINGS OF THE FIFTH HAWAI TOPICAL CONFERENCE IN PARTICLE PHYSICS (1973),539.72,,"DOBSON, P.N.  ; PETERSON , V.Z.   ; TUAN , S.F."," ix, 710 p. illus. 23 cm. ",824803272,MODERN PHTSICS,"Patrons, Scaling, and Regge Behavior",University Press of Hawaii,1974,Honolulu,Available
176,A BRIEF HISTORY OF THE ROYAL SOCIETY,165.9,"ANDRADE, E.N.D.C.",,27p:ills.26cm,,LOGIC,ROYAL SOCIETY; HISTORY,THE ROYAL SOCIETY,1960,LONDON,Available
177,THE TAO OF PHYSICS : AN EXPLORATION OF THE PARALLELS BETWEEN MORDEN PHYSICS AND EASTERN MYSTICISM,530,"CAPRA, F.",,352p:ills.22cm,,PHYSICS,,Wildwood House,1975,London,Available
179,THEORATICAL PHYSICS AND ASTROPHYSICS,523.01,"GINZBERG, V.L.",,"x, 457 p. : ill. ; 26 cm",80230679,Mathematical physics.,Electrodynamics. ;  Astrophysics. ,Pergamon Press,1979,NewYork,Available
180,EXTREME ENVIRONMENTS - MECHANISMS OF MICROBIAL ADAPTONS,576.15,,"HEINRICH, M.","vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                           ,                               ,Available
181,ICE,551.6,"HOYLE, F.",,"vii,279p:ills.25.5cm",,,,HUTCHINSONandCO.(PUBLISHERS)LTD,1981,lONDON,Available
182,ORIGIN OF THE SOLAR  SYSTEM ,523.1,,"JASTROW, R.","xiii,176p:ills.23.5cm",,Solar system--Origin-,OSLAR SYSTEM,Academic Press,1963,NewYork,Available
183,MICROBIAL LIFE IN EXTREME ENVIRONMENTS,576.8,,S>KUSHNER I>D.J.,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                            ,                               ,Available
184,GENESIS AND EVOLUTIONARY DEVELOPMENT OF LIFE,576.1,"OPARIN, A.I.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                            ,                               ,Available
186,COMPARATIVE PLANETOLOGY,523.2,,"PONNAMPERUMA, C.","viii,275p:ills.23.5cm",,CELESTIAL BODIES,PLANETOLOGY,Academic Press,1978,London,Available
187,BERGEY'S MANUAL OF DETERMINATIVE BACTERIALOGY,589.9,,"BUCHANAN, R.E.GIBBONS, N.E. ","vii,279p:ills.25.5cm",683011170,Bacteria,Bacteriology,Williams and Wilkins Co,1974,Baltimore,Available
188,STRUCTURE AND  EVOLUTIONARY HISTORY OF THE SOLAR SYSTEM GEOPHYSICS AND ASTROPHYSICS MONOGRAPHS,523.2,"ALFVEN, H. Arrhenius, G; ALFVEN, H.",,"xvi, 276 p. : ill. ; 25 cm.",9027706603,Solar system.,,D.Reidel Publishing Company,1975,Boston,Available
189,Interstellar molecules ,523.112,,"ANDREW, B.H.","xl, 704 p. : ill. ; 25 cm.",9027711607,Interstellar molecules,,D.Reidel Publishing Company,1979,Holland,Available
191,"Galileo studies: personality, tradition, and revolution",520.924,"DRAKE, S.",,289p:ills.23.5cm,472082833,PHILOSOPHY AND THEORY,GALILEO,The University of Michigan Press,1970,USA,Available
192,Interplanetary dust and zodiacal light,523.2,,"ELSASSER, H. ; Fechtig, H","xii, 496 p. : ill. ; 25 cm.",387076158,Interplanetary dust,Zodiacal light,Springer-Verlag,1976,NewYork,Available
193,Interstellar dust and related topics. ,,,"GREENBERG, T.M.; HULST, H.C.V.","xvii,584p.illus.25cm.",9027703973,Cosmic dust,Interstellar reddening;  Outer space,D.Reidel Publishing Company,1973,Boston,Available
194,THE PHYSICIST'S CONCEPTION OF NATURE,501,"HEISINBERG, W.",,192 p. 23 cm.,837131073,Science -Philosophy,,Greenwood Press,1958,NewYork,Available
195,THE PHYSICS - ASTRONOMY FRONTIERS,523,"HOYLE, F.; Narlikar, J.",,"x,483p:ills.23.5cm",716711605,Astronomy.,Physics.,W.H.Freeman and Company,1980,USA,Available
196,EARLY SOLAR SYSTEM PROCESSES AND THE PRESENT SOLAR SYSTEM,523.2 19,"LAL, D.",,"x, 262 p. : ill. ; 25 cm.",444854584,Solar system,SOLAR SYSTEM,North-Holland Publishing,1980,NewYork,Available
197,CARBONAECUS METEORITES,552.6,"NAGY, B.",,"vii,279p:ills.25.5cm",0-444-41189-5,PETROLOGY,Types of meteorites; Meteorite falls; The ages of meteorites,Elsevier scientific publishing company,1975,Oxford,Available
199,LIGHT SCATTERING FUNCTIONS FOR SMALL PARTICLES:WITH APPLICATIONS IN ASTRONOMY,523.0154,"WICKRAMASINGHE, N.C.",,506 p. illus. 29 cm.,470942657,Interstellar matter.,,Adam Hilger,1973,London,Available
201,CRC HANDBOOK OF CHEMISTRY AND PHYSICS,540,"WEAST, R.C.",,"vii,279p:ills.25.5cm",,CHEMISTRY AND ALLIED SCIENCE,,,                            ,                               ,Available
202,FUNDAMENTALS OF CRYSTAL PHYSICS,548.19,"Sirotin, Y.I.; Shaskolskaya, M.P.",,654p:ills;22.5cm,,Crystallography.,,Mir Publishers,1979,Moscow ,Available
203,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 1,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
204,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 2, REF   031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
205,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL3,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
206,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 4,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
207,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 5,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
208,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 6,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
209,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 7,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
210,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 8,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
211,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 9,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
212,ENCYCLOPAEDIA BRITANNICA MICROPEADIA READY REFERENCE AND INDEX VOL 10 ,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
213,THE NEW ENCYCLOPAEDIA PROPEADIA OUTLINE OF KNOWLEDGE ,REF 031,"ADLER, M.J. GIBNEY, F.B.",,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
214,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 1,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOIPEADIA BRITANNICA INC,1981,CHIKAGO,Available
215,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 2,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC,1981,CHICAGO,Available
216,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 3,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
217,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 4,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
218,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL5,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
219,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 6,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
220,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 7,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
221,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 8,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
222,THE NEW ENCYCLOPAEDIA BRITANNICAMICROPEADIA KNOWLEDGE IN DEPTH VOL 9,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
223,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 10,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
224,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 11,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
225,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 12,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
226,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLDEGE IN DEPTH VOL 13,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
227,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 14,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
228,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 15,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
229,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL16,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEDIA BRITINICA INC                                              ,1976,CHIKAGO,Available
230,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 17,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
231,THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 18,REF 031,,,"vii,279p:ills.25.5cm",085229378X,GENERAL ENCYCLOPEDIC WORKS,,ENCYCLOPEADIA BRITANNICA INC                                              ,1981,CHICAGO,Available
232, THE NEW ENCYCLOPAEDIA BRITANNICA MICROPEADIA KNOWLEDGE IN DEPTH VOL 19,REF 031,,,"vii,279p:ills.25.5cm",085229378X,,,ENCYCLOPEDIA BRITINICA INC                                              ,1981,CHIKAGO,Available
233,BRITANNICA ATLAS,REF 912,"DOREN, C.V.",,"vii,279p:ills.25.5cm",,,,ENCYCLOPEDIA BRITINICA INC                               ,1980,CHIKAGO,Available
234,WEBSTER'S THIRD NEW INTERNATIONAL DICTIONARY VOL. 1 ( A-G),REF 423,,,"vii,279p:ills.25.5cm",,ENGLISH LANGUAGE DICTIONARIES,"Dictionaries, Polyglot.; English language--Dictionaries--Polyglot.",ENCYCLOPEDIA BRITINICA INC                                              ,1976,CHIKAGO,Available
235,WEBSTER'S THIRD NEW INTERNATIONAL DICTIONARY VOL. II (H - R),REF 423,,,"vii,279p:ills.25.5cm",, English language--Dictionaries. ,"Dictionaries, Polyglot.; English language--Dictionaries--Polyglot.",Encyclopaedia Britannica Inc,1976,Chicago,Available
236,WEBSTER'S THIRD NEW INTERNATIONAL DICTIONARY VOL. III (S -Z),REF 423,,,"vii,279p:ills.25.5cm",,ENGLISH LANGUAGE DICTIONARIES,"English language--Dictionaries--Polyglot.; Dictionaries, Polyglot.",ENCYCLOPEDIA BRITINICA INC,1976,CHIKAGO,Available
237,ON THE ORIGIN OF THE SOLAR SYSTEM,521.54,"Alfven, H.",,"vii,194p:ills.23.5cm",837165954,Solar system,,Greenwood Press,1954,USA,Available
238,DIRECTIONS IN PHYSICS HE DEVELOPMENT OF QUANTUM MECHANICS QUANTUM ELECTRODYNAMICS MAGNETIC MONOPOLES,530,"DIRAC, P.A.M.",,"ix,279p:ills.23.5cm",471029971,PHYSICS,,JohnWiley,1978,NewYork,Available
239,Discoveries and opinions of Galileo. Translated with an introd. and notes by Stillman Drake.,520,"Galileo, G",,"viii, 302 p. 18 cm.",,PHILOSOPHY AND THEORY,GALILIO,DOUBLEDAY ANCHOR BOOKS ,1957,USA,Available
241,URANUS AND THE OUTER PLANETS,523.47,,"HUNT, G.","ix, 307 p. : ill. ; 24 cm.",521245737,Outer planets,,Cambridge University Press,1982,London,Available
242,METHODS OF MATHEMATICAL PHYSICS,515,"JEFFREYS , H.; SWIRLES, B.",,"v,789p:ills.23.5cm",,ANALYSIS,VARIATION; NUMERICAL METHODS,Cambridge University Press       ,1980,NewYork,Available
243,MODERN COSMOLOGY,523.1,"SCIAMA, D.W.",,"xiv,214p:ills.21.5cm",052108069x,COSMOLOGY,,CAMBRIDGE UNIVERSITY PRESS,1971,CAMBRIDGE,Available
244,A COURSE OF MODERN ANALYSIS,515,"WHITTAKER , E.T.; WATSON, G.N.",,608p:23cm,,ANALYSIS,MATHEMATICS,CAMBRIDGE UNIVERSITY PRESS,1980,LONDON,Available
249,THE ACCIDENTAL UNIVERSE,523.11,"DAVIES, P.C.W.",,"xi,139p:ills.21.5cm",,Cosmology,UNIVERSE,Cambridge University Press,1982,London,Available
250,"JUPITOR : STUDIES OF THE INTERIOR,ATMOSPHERE,MAGNETOSPHERE AND SATELLITES",523.45,,"GEHRELS, T","x,1254p:ills.23.5cm",816505306,,JUPITOR,The University of Arizona Press,1976,Arizonz,Available
251, HANDBOOK OF MICROBIOLOGY,576,"LASKIN, A.I.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,CRC Press,1974,Cleveland,Available
252,"CLIMATE : PRESENT, PAST AND FUTURE - VOL. 1 ",551.5,"LAMB, H.H.",,"vii,279p:ills.25.5cm",0-416-11530-6,"GEOLOGY,HYDROLOGY,METEOLOGY",Seasonal changes; Sammary of the earth's radiation budget; The atmosphere in motion,Methuen and co Ltd,1978,London,Available
253,"CLIMATE : PRESENT, PAST AND FUTURE - VOL. 2",551.5,"LAMB, H.H.",,"vii,279p:ills.25.5cm",,"GEOLOGY,HYDROLOGY,METEOLOGY",,,                            ,                               ,Available
255,THE HUBBLE ATLAS OF GALAXIES,523.854,"SANDAGE  , A.",,"vii,279p:ills.25.5cm",,SPECIFIC CELESTIAL BODIES AND PHENOMINA,,,                            ,                               ,Available
256,PHOTOGRAPHIC ATLAS OF THE PLANETS,523.4,"BRIGGS, G.A.; TAYLOR, F.W.",,"255p.:ill.,maps ; 31cm.",521239761,Planets--Pictorial works.,,Cambridge University Press,1982,USA,Available
258,INTRODUCTION TO PLANETARY GEOLOGY,559.9219,"GLASS, B.P.",,"vii,279p:ills.25.5cm",0-521-23579-0,"GEOLOGY,HYDROLOGY,METEOLOGY ",Methods and general principles; Planetary atmospheres; Geological mapping,Cambridge university press,1982,Cambridge,Available
259,STARS AND RELATIVITY : RELATIVISTIC ASTROPHYSICS  - VOL. 1 ,523.01,"ZEL'DORICH, Y.B. ; NOVIKOV, I.D.",,"xviii,522p:ills.23.5cm",226979555,Relativistic astrophysics.,Cosmology.; Gravitation.,The UNiversity of Chicago Press,1971,London,Available
260,STATISTICS,310,"HARPER, W.M.",,"xiii,354p:ills.18cm",,GENAREL STATISTICS,STATISTICS,MACDONALD AND EVANS,1977,PLYMOUTH,Available
262,COMMONWEALTH UNIVERSITIES YEARBOOK - 1982 - VOL. 1,REF 378.421,,,"vii,279p:ills.25.5cm",851430767,,,THE ASSOCIATION OF COMMON WEALTH UNIVERSITIES,1982,ENGLAND,Available
263,COMMONWEALTH UNIVERSITIES YEARBOOK - 1982 - VOL. 2,REF 378.421,,,"vii,279p:ills.25.5cm",851430767,,,THE ASSOCIATION OF COMMON WEALTH UNIVERSITIES,1982,ENGLAND,Available
264,THE ASSOCIATION OF COMMON WEALTH UNIVERSITIES,REF 378.421,,,"vii,279p:ills.25.5cm",851430767,,,                                ,1982,,Available
265,COMMONWEALTH UNIVERSITIES YEARBOOK - 1982 - VOL. 4,REF 078.421,,,"vii,279p:ills.25.5cm",946653410,,,THE ASSOCITATION OF COMMON WEALTH UNIVERSITIES,1988,ENGLAND,Available
266,THE INTERNATIONAL WHO'S WHO 1982-83,REF 920.009,,,"vii,279p:ills.25.5cm",,"BIOGRAPHY,GENEOLOGY,INSIGNIA",,,                            ,                               ,Available
267,THE ASTRONOMICAL ALMANAC FOR THE YEAR 1983 ,521,,,"vii,279p:ills.26.5cm",,CELESTIAL MECHANICS,ASTRONOMICAL ALMANAC,U.S Government Printing ,1982,Washington,Available
268,BIOCHEMISTRY OF BACTERIAL GROWTH,576.8,,S>MANDELSTAM I>J.,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                            ,                               ,Available
269,STATISTICS FOR BUSINESS AND ECONOMICS,519.5,"HEITZMAN, W.R. ; MUELLER, F.W.",,"xv,670p:ills.24cm",,statistics.,Economics--Statistical methods.,"ALLYN AND BACON,INC",1980,LONDON,Available
270,DESCRIPTIVE AND INFERENTIAL STATISTICS:AN INTRODUCTION,301.028,"LOETHER, H.J.   McTAVISH, D.G.",,"vii,279p:ills.25.5cm",205069053,,,"Allyn and Bacon,Inc.",1980,London,Available
271,FINITE MATHEMATICS AND CALCULUS WITH APPLICATIONS ,510,"KOSHY, T",,"xiv,578p:ills.24cm",876203217,Mathematics ,,"GOODYEAR PUBLISHING COMPANY, INC.",1979,CALIFORNIA,Available
272,ECONOMICS - A TEXT WITH READINGS,330,"GILL, R.T.",,"xxi,873p:ills.24cm",,ECONOMICS,ECONOMICS; ADDRESSES; ESSAYS; LECTURES,"GOODYEAR PUBLISHING COMPANY, INC. ",1978,CALIFORNIA,Available
273,THE DIMENSIONS OF PUBLIC ADMINISTRATION,350,"UVEGES, J.A.",,"xv,672p:ills.23cm",,PUBLIC ADMINISTRATION,ADMINISTRATION;  PUBLIC POLICY,"Allyn and Bacon,Inc.",1979,Boston,Available
274,PERSONAL AND FAMILY FINANCE:PRINCIPAL AND APPLICATIONS,332,"SCHILLER, M.K.",,"vii,300p:ills.24cm",,FINANCIAL ECONOMICS,FAMILY,Allyn and Bacon,1981,London,Available
276,GLOBAL ECOLOGY,577.6,"BUDYKO, M.I.",,"vii,279p:ills.25.5cm",,GENERAL NATURE OF LIFE,,,                            ,                               ,Available
277,KEY PROBLEMS OF PHYSICS AND ASTROPHYSICS,530.19,"GINZBERG, V.L.",,167p:ills.17cm,,Physics.,ASTROPHYSICS,Mir Pulishers,1978,Moscow,Available
278,PHYSICAL GEOLOGY,550,"GORKOSHKOV , G.; YAKUSHOVA, A.",,279p:ills;22cm,,Physical Geology ,,Mir publishers,1977,Moscow,Available
279,A COURSE OF MATHEMATICAL ANALYSIS - VOL. 1,515,NIKOLSKY I.M.,,460p:ills.22cm,,ANALYSIS,MATHEMATICS,MIR PUBLISHERS,1981,MOSCOW,Available
280,A COURSE OF MATHEMATICAL ANALYISIS - VOL. 2,515,NIKOLSKY  I.M.,,441p:ills.22cm,,ANALYSIS,MATHEMATICS,MIR PUBLISHERS,1977,MOSCOW,Available
281,PROBLEMS IN GENERAL PHYSICS,530.076,"IRODOV, I.E.",,386p:ills.22cm,,PHYSICS,,Mir Publishiers,1981,Moscow,Available
282,MICROBIOLOGY,576.8,"PYATKIN, K. KRIVOSHEIN, Y.",,"vii,279p:ills.25.5cm",,MICROBIOLOGY,,,                            ,                               ,Available
283,ABC s of Quantum Mechanics ,530.12,"Rydnik, V",,,,,,,,,Available
284,SLOW VIRUS INFECTIONS,616.98,"TIMAKOV, V.D. ZUEV, V.A.",,"vii,279p:ills.25.5cm",,DISEASES,,,                            ,                               ,Available
285,MATHEMATICAL HANDBOOK  - HIGHER MATHEMATICS,510.2,"VYGODSKY, M.",,872p:ills.17cm,,MATHEMATICS,HIGHER MATHEMATICS,MIR PUBLISHERS,1975,MOSCOW,Available
286,FUNDAMENTALS OF PHYSICS - VOLUME 1,530,"YAVORSKI, B.M.; PINSKY, A.A.",,542p:ills.22cm,,PHYSICS,,Mir Publishers,1975,Moscow,Available
287,FUNDAMENTALS OF PHYSICS -  VOLUME II,530,"YAVORSKI, B.M.; PINSKY, A.A.",,"vii,279p:ills.25.5cm",, PHYSICS,,Mir Publishers,1975,Moscow,Available
288,A COURSE OF THEORETICAL PHYSICS - VOLUME 1,530,"KOMPANAYETS, A.S.",,564p:ills.22cm,,PHYSICS,MECHANICS; ELECTRODYNAMICS; QUANTUM MECHANICS,Mir Publishers,1978,Moscow,Available
289,A COURSE OF THEORETICAL PHYSICS - VOLUME 2,530,"KOMPANAYETS, A.S.",,"vii,279p:ills.22cm",,PHYSICS,STATISTICAL LAWS; STATISTICAL PHYSICS; GAS DYNAMICS ; ELECTRODYNAMICS ; HYDRODYNAMICS,Mir Publishers,1978,Moscow,Available
290,THEORY OF ELASTICITY,539.3,"AMENZADE, Y.A.",,"vii,279p:ills.25.5cm",,MODERN PHYSICS, ELASTICITY,Mir Publishers,1979,Moscow,Available
291,THEORETICAL ELECTROCHEMISTRY,541.37,"ANTROPOV, L.",,"vii,279p:ills.25.5cm",,PHYSICAL AND  THEORITICAL CHEMISTRY,The Subject and Scope of Electrochemistry,Mir Publishers,1972,Moscow,Available
